,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Fuel_Tank_Capacity,Fuel_Type,Height,Mileage,Length,Width,Body_Type,Doors,Kerb_Weight,Gears,Power,Speedometer,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Audiosystem,Basic_Warranty,Bluetooth,CD_/_MP3_/_DVD_Player,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Airbags,Parking_Assistance,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
40,Datsun,Go,T Vdc,528464.0,1198.0,3.0,4.0,35.0,Petrol,1507.0,744.9869706840391,3788.0,1636.0,Hatchback,5.0,864.0,5,68,Analog,5.0,Fabric,Manual,2450.0,155/70R13,USB & Aux-in,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,13292.0,19976.0,19038.0,21212.0,24047.0,22789.0,22709.0,22405.0,18743.0,16721.0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Datsun,Go,T (O) Vdc,553015.0,1198.0,3.0,4.0,35.0,Petrol,1507.0,744.9869706840391,3788.0,1636.0,Hatchback,5.0,864.0,5,68,Analog,5.0,Fabric,Manual,2450.0,155/70R13,USB & Aux-in,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,2046.0,1877.0,2392.0,1938.0
42,Datsun,Go,T Cvt,594464.0,1198.0,3.0,4.0,35.0,Petrol,1507.0,744.9869706840391,3788.0,1636.0,Hatchback,5.0,864.0,5,78,Analog,5.0,Fabric,Manual,2450.0,155/70R13,USB & Aux-in,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,15079.0,17396.0,22958.0,27935.0,34335.0,39145.0,38841.0,28775.0,26994.0,23030.0,27721.0,26633.0,24398.0,21098.0,19805.0,15652.0,8405.0,3665.0,2302.0,1492.0
43,Datsun,Go,T (O) Cvt,618015.0,1198.0,3.0,4.0,35.0,Petrol,1507.0,744.9869706840391,3788.0,1636.0,Hatchback,5.0,864.0,5,78,Analog,5.0,Fabric,Manual,2450.0,155/70R13,USB & Aux-in,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",1,8903.0,13013.0,12026.0,19667.0,23312.0,17375.0,18080.0,17454.0,15506.0,15958.0,15510.0,16367.0,21339.0,21935.0,20218.0,15501.0,13587.0,9607.0,5688.0,2298.0
44,Maruti Suzuki,Celerio Tour,H2,422444.0,998.0,3.0,4.0,35.0,Petrol,1560.0,744.9869706840391,3600.0,1600.0,Hatchback,5.0,830.0,5,68,Analog,5.0,Fabric,Manual,2425.0,155/80R13,Not on offer,2,,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",0,5155.0,9572.0,9063.0,10868.0,7766.0,9925.0,10778.0,11108.0,10098.0,9864.0,11067.0,7039.0,4942.0,1468.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Maruti Suzuki,Celerio Tour,H2 Cng,480670.0,998.0,3.0,4.0,60.0,CNG,1560.0,744.9869706840391,3695.0,1600.0,Hatchback,5.0,915.0,5,59,Analog,5.0,Fabric,Manual,2425.0,165/70R14,Not on offer,2,,,,,,"Driver frontal airbag, Front passenger frontal airbag",0,4069.0,9843.0,8392.0,8973.0,13552.0,11745.0,11514.0,11637.0,9551.0,8334.0,8049.0,5368.0,8408.0,9253.0,5845.0,4082.0,2537.0,1576.0,1165.0,611.0
46,Hyundai,Santro,Era Mt,429990.0,1086.0,4.0,4.0,35.0,Petrol,1560.0,744.9869706840391,3610.0,1645.0,Hatchback,4.0,218329.6451048951,5,69,Analog,5.0,Fabric,Manual,2400.0,,Not on offer,,,,,,Yes,Driver frontal airbag,0,729.0,1572.0,1417.0,1489.0,2262.0,1982.0,1909.0,1981.0,1424.0,1848.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Hyundai,Santro,Magna Mt,503990.0,1086.0,4.0,4.0,35.0,Petrol,1560.0,744.9869706840391,3610.0,1645.0,Hatchback,4.0,218329.6451048951,5,69,Analog,5.0,Fabric,Manual,2400.0,,Not on offer,,,,,,Yes,Driver frontal airbag,0,404.0,758.0,928.0,572.0,707.0,835.0,879.0,777.0,818.0,913.0,588.0,472.0,878.0,748.0,535.0,552.0,378.0,174.0,100.0,92.0
48,Hyundai,Santro,Magna Mt Cng,547990.0,1086.0,4.0,4.0,35.0,CNG,1560.0,744.9869706840391,3610.0,1645.0,Hatchback,4.0,218329.6451048951,5,59,Digital,5.0,Fabric,Manual,2400.0,,Not on offer,,,,,,Yes,Driver frontal airbag,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225.0,561.0,632.0,430.0,0.0,1.0,0.0,2.0,0.0
49,Hyundai,Santro,Magna Amt,530990.0,1086.0,4.0,4.0,35.0,Petrol,1560.0,744.9869706840391,3610.0,1645.0,Hatchback,4.0,218329.6451048951,5,69,Analog,5.0,Fabric,AMT,2400.0,155/80 R13,CD Player with USB & Aux-in,,Yes,Yes,,,Yes,Driver frontal airbag,0,5858.0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Hyundai,Santro,Sportz Mt,512990.0,1086.0,4.0,4.0,35.0,Petrol,1560.0,744.9869706840391,3610.0,1645.0,Hatchback,4.0,218329.6451048951,5,69,Analog,5.0,Fabric,Manual,2400.0,165/70 R14,CD/MP3/DVD Player with USB & Aux-in,,Yes,Yes,,,Yes,Driver frontal airbag,0,14817.0,15487.0,14253.0,11645.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Hyundai,Santro,Sportz Mt Cng,578990.0,1086.0,4.0,4.0,60.0,CNG,1560.0,744.9869706840391,3610.0,1645.0,Hatchback,4.0,218329.6451048951,5,59,Analog,5.0,Fabric,Manual,2400.0,165/70 R14,CD Player with USB & Aux-in,,Yes,Yes,,,Yes,Driver frontal airbag,0,12674.0,13987.0,12550.0,15598.0,16640.0,14277.0,13855.0,12025.0,6833.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Hyundai,Santro,Sportz Amt,570990.0,1086.0,4.0,4.0,35.0,Petrol,1560.0,744.9869706840391,3610.0,1645.0,Hatchback,4.0,218329.6451048951,5,69,Analog,5.0,Fabric,AMT,2400.0,165/70 R14,CD Player with USB & Aux-in,,Yes,Yes,,,Yes,Driver frontal airbag,0,8364.0,12148.0,11504.0,9167.0,9620.0,8950.0,7582.0,5796.0,4881.0,5819.0,3913.0,4111.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
